LATITUDE;LONGITUDE;BRIGHT_TI4;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;CONFIDENCE;VERSION;BRIGHT_TI5;FRP;DAYNIGHT;
4461189,00;-12310427,00;297.14; 0.43 ;0.38;20241002,00;1024,00;N20;nominal;2.0NRT;282.81;0.49;N;
4390795,00;-12165343,00;301.05; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.98;3.05;N;
4390562,00;-12166091,00;338.63; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;287.07;3.05;N;
4390435,00;-12165477,00;301.07; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.29;3.05;N;
4390334,00;-12166865,00;297.96; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.59;1.47;N;
4390692,00;-12166134,00;333.31; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;287.18;6.69;N;
5840482,00;-11556297,00;310.36; 0.42 ;0.38;20241002,00;1019,00;N20;nominal;2.0NRT;271.04;1.37;N;
4390568,00;-12165517,00;307.68; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.67;1.98;N;
4390445,00;-12164902,00;297.05; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.22;1.98;N;
5836089,00;-11579485,00;297.65; 0.42 ;0.37;20241002,00;1019,00;N20;nominal;2.0NRT;270.14;0.96;N;
4390329,00;-12172009,00;300.75; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;281.86;0.97;N;
5700749,00;-11147971,00;297.17; 0.57 ;0.43;20241002,00;1019,00;N20;nominal;2.0NRT;276.29;1.89;N;
4390221,00;-12171475,00;299.1; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;280.76;0.97;N;
555281,00;-110876,00;295.79; 0.43 ;0.46;20241002,00;1019,00;N20;nominal;2.0NRT;271.68;0.96;N;
5552648,00;-11086974,00;301.03; 0.44 ;0.46;20241002,00;1019,00;N20;nominal;2.0NRT;271.14;1.02;N;
438961,00;-12172277,00;295.84; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;282.91;0.91;N;
5461042,00;-11866418,00;301.29; 0.41 ;0.37;20241002,00;1021,00;N20;nominal;2.0NRT;272.75;0.64;N;
4389501,00;-12171735,00;295.86; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;282.04;0.91;N;
5364433,00;-11558698,00;318.13; 0.51 ;0.41;20241002,00;1021,00;N20;nominal;2.0NRT;267.94;2.69;N;
438939,00;-12171189,00;315.1; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.37;2.01;N;
5334592,00;-11430867,00;296.51; 0.57 ;0.43;20241002,00;1021,00;N20;nominal;2.0NRT;274.92;1.09;N;
4389277,00;-12170628,00;318.75; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;287.06;2.01;N;
5334328,00;-11430834,00;300.01; 0.57 ;0.43;20241002,00;1021,00;N20;nominal;2.0NRT;276.01;1.13;N;
4389027,00;-12171303,00;300.45; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;282.1;2.01;N;
4799926,00;-10303391,00;297.17; 0.78 ;0.78;20241002,00;1021,00;N20;nominal;2.0NRT;281.91;2.01;N;
427329,00;-11668633,00;321.15; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.5;40.46;N;
4802533,00;-10325047,00;302.27; 0.77 ;0.77;20241002,00;1021,00;N20;nominal;2.0NRT;281.79;2.3;N;
4273104,00;-11667902,00;367,00; 0.58 ;0.52;20241002,00;1024,00;N20;high;2.0NRT;288.01;61.01;N;
479943,00;-10303313,00;309.85; 0.78 ;0.78;20241002,00;1021,00;N20;nominal;2.0NRT;282.16;1.37;N;
4272921,00;-11667179,00;354.47; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;292.38;61.01;N;
4802609,00;-10324572,00;310.77; 0.77 ;0.77;20241002,00;1021,00;N20;nominal;2.0NRT;281.8;2.74;N;
4387218,00;-12168095,00;295.04; 0.49 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;282.91;0.67;N;
4800067,00;-10416155,00;307.11; 0.71 ;0.75;20241002,00;1021,00;N20;nominal;2.0NRT;282.73;2.06;N;
4272742,00;-11666476,00;305.45; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;280.8;17.83;N;
427285,00;-11668904,00;340.42; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;311.97;40.46;N;
4794996,00;-10404704,00;297.56; 0.72 ;0.75;20241002,00;1021,00;N20;nominal;2.0NRT;275.04;3.52;N;
4272668,00;-1166819,00;342.62; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;317.99;61.01;N;
4859243,00;-11621802,00;308.34; 0.43 ;0.46;20241002,00;1021,00;N20;nominal;2.0NRT;281.82;2.1;N;
4272485,00;-11667468,00;349.6; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;312.62;61.01;N;
4915879,00;-123007,00;295.07; 0.39 ;0.36;20241002,00;1021,00;N20;nominal;2.0NRT;280.99;0.79;N;
4272303,00;-11666751,00;325.33; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;287.63;17.83;N;
4909864,00;-12301608,00;310.88; 0.39 ;0.36;20241002,00;1021,00;N20;nominal;2.0NRT;279.72;1.09;N;
4273029,00;-11669609,00;306.29; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.73;40.46;N;
4499696,00;-10743582,00;315.72; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.44;1.96;N;
4499396,00;-10742718,00;302.23; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.63;1.96;N;
427258,00;-11669847,00;337,00; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;282.13;12.97;N;
4499081,00;-1074398,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;293.72;8.84;N;
4272405,00;-11669161,00;352.85; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;296.27;12.97;N;
4499345,00;-10744739,00;306.63; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.56;6.08;N;
4498788,00;-10743136,00;306.37; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.32;8.84;N;
4272229,00;-1166847,00;367,00; 0.58 ;0.52;20241002,00;1024,00;N20;high;2.0NRT;291.1;7.72;N;
4498769,00;-10745246,00;335.58; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.66;6.08;N;
427205,00;-11667764,00;329.11; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;287.17;7.72;N;
4499015,00;-10745953,00;303.07; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.02;6.08;N;
4498479,00;-10744414,00;314.66; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.02;8.84;N;
4271781,00;-11668709,00;328.55; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;285.12;7.72;N;
4498428,00;-10746429,00;334.48; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.22;5.04;N;
4272131,00;-11670081,00;315.95; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.62;12.97;N;
4498166,00;-10745677,00;301.16; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.65;5.04;N;
4271956,00;-11669395,00;309.08; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;282.69;12.97;N;
4498084,00;-10747603,00;351.37; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.49;10.65;N;
4271609,00;-11668037,00;295.64; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;285.5;7.72;N;
4497845,00;-10746918,00;346.93; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.12;5.04;N;
4271687,00;-11670336,00;311.59; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.14;2.8;N;
4498576,00;-10749016,00;303.18; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.11;2.59;N;
4271509,00;-11669639,00;318.66; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;284.34;2.8;N;
449832,00;-10748281,00;319.03; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.73;10.65;N;
4271329,00;-11668934,00;302,00; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.27;2.09;N;
4497569,00;-10746124,00;302.2; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.95;5.04;N;
4271158,00;-11668265,00;310.38; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;284.88;2.09;N;
4496158,00;-10742076,00;305.42; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.99;1.31;N;
4495889,00;-10741306,00;302.41; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.86;1.31;N;
4271064,00;-11669893,00;320.03; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.52;2.8;N;
4495624,00;-10740546,00;310.1; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289,00;2.78;N;
4271406,00;-11671232,00;310.22; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.71;2.5;N;
4498293,00;-10750361,00;349.19; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.73;17.33;N;
4271238,00;-11670576,00;311.78; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.42;2.8;N;
44.98;-10749519,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;294.47;17.33;N;
4270879,00;-1166917,00;309.32; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;282.25;2.09;N;
4497739,00;-10748772,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;302.77;26.12;N;
4270697,00;-11668456,00;313.29; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.03;2.09;N;
4497507,00;-10748105,00;337.73; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.06;26.12;N;
427052,00;-11667767,00;309.15; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;285.34;2.96;N;
4495579,00;-10742579,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;300.76;19.26;N;
4270616,00;-11670134,00;311.17; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.75;1.73;N;
4497262,00;-10747401,00;318.19; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.9;10.21;N;
4270243,00;-11668678,00;305.93; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.81;1.78;N;
4496968,00;-10746561,00;317.77; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.38;10.21;N;
4270062,00;-11667966,00;310.13; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;282.52;1.71;N;
4495848,00;-10743349,00;300.83; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.06;16.92;N;
4495314,00;-1074182,00;310.18; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.61;19.26;N;
4269885,00;-11667278,00;300.97; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.17;1.71;N;
4497718,00;-1075087,00;336.76; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.97;17.33;N;
4270163,00;-11670356,00;303.76; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.76;1.73;N;
4497414,00;-10749998,00;347.69; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.95;17.33;N;
4496661,00;-10747838,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;295.02;10.21;N;
4269986,00;-11669664,00;296.11; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;281.35;1.78;N;
4494999,00;-10743079,00;355.29; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;298.21;19.26;N;
4269796,00;-11668923,00;310.89; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.43;1.78;N;
4497974,00;-10751602,00;299.92; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.78;7.68;N;
4269609,00;-11668192,00;306.32; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;282.74;1.71;N;
4497154,00;-10749252,00;305.02; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.72;26.12;N;
4269431,00;-11667499,00;302.35; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;282.74;1.71;N;
4496922,00;-10748587,00;312.53; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.5;26.12;N;
4269535,00;-11669896,00;315.12; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.74;2.09;N;
4495262,00;-10743831,00;314.79; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.65;16.92;N;
4269353,00;-11669184,00;299.47; 0.58 ;0.52;20241002,00;1024,00;N20;nominal;2.0NRT;283.95;2.09;N;
4494746,00;-10742354,00;318.01; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.91;19.26;N;
4393897,00;-12224142,00;300.43; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;282.93;0.84;N;
4497125,00;-10751322,00;323.49; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.16;5.6;N;
4406536,00;-12298212,00;300.81; 0.44 ;0.38;20241002,00;1024,00;N20;nominal;2.0NRT;280.95;0.52;N;
4496825,00;-10750462,00;340.88; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.84;5.6;N;
4390278,00;-12223087,00;328.52; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;284.95;2.8;N;
4496325,00;-1074903,00;338.27; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.19;7.04;N;
4390057,00;-12221982,00;323.62; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.6;2.87;N;
4496061,00;-10748274,00;340.94; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.44;14.49;N;
4390167,00;-12222532,00;319.97; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.61;2.87;N;
4494419,00;-1074358,00;337.02; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.73;8.58;N;
4389948,00;-12221441,00;316.4; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.47;2.05;N;
4497382,00;-10752059,00;309.11; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.89;4.72;N;
4389835,00;-12220879,00;312.26; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.98;2.05;N;
449656,00;-10749702,00;297.69; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.16;7.04;N;
4389154,00;-12217494,00;299.95; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.4;1.19;N;
4494681,00;-10744327,00;312.39; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.5;6.68;N;
4389035,00;-12216905,00;319.85; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.33;2.2;N;
4496245,00;-10750954,00;336.57; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.33;5.6;N;
4388916,00;-12216315,00;305.58; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.21;2.2;N;
449598,00;-10750195,00;332.91; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.55;7.04;N;
4390435,00;-12222637,00;295.1; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;282.31;0.54;N;
4495747,00;-10749531,00;322.57; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.63;7.04;N;
4390327,00;-12222089,00;304.2; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;284.02;1.13;N;
4496552,00;-10751832,00;305.5; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.07;5.6;N;
439022,00;-12221545,00;304.79; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.72;1.13;N;
4495399,00;-10750687,00;334.06; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289,00;7.69;N;
4389217,00;-12216446,00;301.46; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.96;1.38;N;
4495166,00;-10750021,00;342.96; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.71;7.69;N;
4390181,00;-12223268,00;331.28; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;287.28;2.9;N;
4496256,00;-10753136,00;306.47; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.93;1.79;N;
4389856,00;-12221616,00;329.42; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;287.43;2.84;N;
4495671,00;-10751463,00;318.73; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.46;5.74;N;
4495673,00;-10753619,00;310.77; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.53;1.79;N;
4389748,00;-12221063,00;325.08; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.93;2.73;N;
4494583,00;-10750504,00;319.8; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.62;7.69;N;
4390072,00;-12222711,00;316.01; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.4;2.9;N;
4389963,00;-12222158,00;319.36; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.71;2.84;N;
4495396,00;-10754972,00;318.5; 0.65 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.41;30.23;N;
4491234,00;-10743111,00;306.15; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.31;2.65;N;
438908,00;-12217673,00;303.94; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.67;2.1;N;
4494859,00;-10755585,00;367,00; 0.65 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;297.14;30.23;N;
4388963,00;-12217081,00;319.95; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.88;2.1;N;
4494601,00;-10754847,00;344.98; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;297.94;30.23;N;
4388847,00;-1221649,00;310.77; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.04;2.13;N;
4495145,00;-107564,00;300.55; 0.65 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.27;14.98;N;
4389491,00;-12221684,00;326.96; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;286.39;2.84;N;
4498486,00;-10750241,00;336.43; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.89;10.74;N;
4389819,00;-12223346,00;298.89; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;283.9;2.9;N;
4498201,00;-10749409,00;342.26; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.85;27.11;N;
4497942,00;-10748653,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;296.09;27.11;N;
4389707,00;-12222778,00;311.61; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.14;2.9;N;
4497711,00;-10747977,00;350.76; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;292.03;14.89;N;
4389598,00;-12222223,00;309.28; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;286.24;2.84;N;
449719,00;-10746458,00;325.75; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.15;8.28;N;
4389384,00;-12221139,00;302.88; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.15;2.73;N;
449581,00;-10742433,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;293.7;24.51;N;
4388713,00;-12217735,00;316.13; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.17;2.1;N;
4497472,00;-10747282,00;313.07; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.62;14.89;N;
4388598,00;-12217147,00;318.97; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.31;2.1;N;
4495545,00;-10741661,00;318.59; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.05;12.75;N;
4389233,00;-12222293,00;296.8; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;283.18;1.12;N;
4497922,00;-10750784,00;340.48; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.74;10.74;N;
4389127,00;-12221751,00;297.15; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.2;1.12;N;
4497625,00;-10749915,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;292.75;27.11;N;
4389019,00;-12221207,00;295.71; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.29;0.98;N;
4497362,00;-10749148,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;294.03;27.11;N;
4388461,00;-12218378,00;303.69; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.61;2.43;N;
4497136,00;-10748489,00;325.39; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.54;14.89;N;
4388349,00;-12217809,00;309.38; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.87;1.45;N;
449523,00;-10742937,00;367,00; 0.66 ;0.73;20241002,00;1021,00;N20;high;2.0NRT;300.66;24.51;N;
4388869,00;-12222366,00;309.72; 0.47 ;0.39;20241002,00;1024,00;N20;nominal;2.0NRT;281.78;1.12;N;
4496889,00;-10747771,00;318.67; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.03;14.89;N;
4388762,00;-12221822,00;317.82; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.55;1.12;N;
4495494,00;-10743702,00;302.11; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.77;24.51;N;
4494978,00;-107422,00;316.13; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.52;12.75;N;
4388655,00;-12221278,00;303.29; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.69;0.98;N;
4494719,00;-10741447,00;303.37; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.27;12.75;N;
4388541,00;-12220703,00;295.54; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;282.14;0.98;N;
4497329,00;-10751237,00;336.63; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.15;4.15;N;
4357913,00;-1210143,00;307.82; 0.52 ;0.42;20241002,00;1024,00;N20;nominal;2.0NRT;283.37;1.93;N;
4497032,00;-10750371,00;342.73; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.82;6.4;N;
4361193,00;-1222726,00;299.51; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.14;2.85;N;
4496539,00;-10748937,00;325.62; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.63;15.43;N;
436095,00;-1222795,00;328.24; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.78;4.41;N;
4496279,00;-10748178,00;355.46; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;297.99;15.43;N;
4360847,00;-12227432,00;334.62; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;286.4;2.85;N;
4494648,00;-10743432,00;324.74; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.96;6.88;N;
4351485,00;-12205579,00;320.65; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;281.39;2.35;N;
4497578,00;-10751965,00;299.27; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.54;4.15;N;
4351376,00;-12205032,00;310.21; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.31;2.69;N;
44944,00;-10742711,00;315.51; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.64;5.87;N;
4351016,00;-12205149,00;303.55; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.25;1.49;N;
4495952,00;-1074941,00;330.43; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.81;15.43;N;
435435,00;-12223774,00;307.55; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;282.5;1.31;N;
449409,00;-10743997,00;334.99; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;290.25;6.88;N;
4354247,00;-12223254,00;312.04; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.24;1.15;N;
4496748,00;-10751731,00;301.97; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.82;4.15;N;
4354145,00;-12222741,00;295.21; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.88;1.15;N;
4496449,00;-10750856,00;312.91; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.43;6.4;N;
4353617,00;-12220095,00;295.54; 0.47 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.05;0.6;N;
449618,00;-10750076,00;319.6; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;287.7;6.4;N;
4349229,00;-12200065,00;326.76; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;285.19;2.02;N;
4349355,00;-12200697,00;295.94; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.12;2.02;N;
4495876,00;-10751373,00;338.05; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.7;8,00;N;
4349118,00;-12201428,00;296.54; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.35;0.96;N;
4495609,00;-10750594,00;326.86; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;289.54;8,00;N;
4495379,00;-10749926,00;346.17; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;291.52;10.3;N;
4349001,00;-1220276,00;295.24; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;283.31;1.09;N;
4348879,00;-12202152,00;297.95; 0.48 ;0.4;20241002,00;1024,00;N20;nominal;2.0NRT;284.23;1.52;N;
4496192,00;-10752291,00;301.62; 0.66 ;0.73;20241002,00;1021,00;N20;nominal;2.0NRT;288.34;3.31;N;
