LATITUDE;LONGITUDE;BRIGHT_TI4;SCAN;TRACK;ACQ_DATE;ACQ_TIME;SATELLITE;CONFIDENCE;VERSION;BRIGHT_TI5;FRP;DAYNIGHT;
4792948,00;-10404169,00;301.68; 0.39 ;0.59;20240928,00;0956;N20;nominal;2.0NRT;280.88;0.47;N;
4741602,00;-10283891,00;301.25; 0.46 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;283.13;0.69;N;
4740384,00;-10292276,00;296.5; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;284.57;0.74;N;
4740381,00;-10294295,00;310.69; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;285.71;1.43;N;
4739133,00;-10296458,00;295.97; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;281.32;0.48;N;
4738958,00;-10295908,00;302.58; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;282.1;0.48;N;
4740333,00;-10294418,00;301.37; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;285.48;1.32;N;
4740158,00;-10293858,00;297.06; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;285.5;1.52;N;
4738909,00;-1029604,00;311.18; 0.45 ;0.63;20240928,00;0956;N20;nominal;2.0NRT;282.92;0.94;N;
5068911,00;-12040675,00;297.79; 0.41 ;0.37;20240928,00;0956;N20;nominal;2.0NRT;281.44;0.65;N;
489852,00;-11855244,00;315.41; 0.38 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;279.06;1.96;N;
4897909,00;-11855615,00;317.48; 0.38 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.11;1.39;N;
4897829,00;-11855099,00;303.46; 0.38 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;280.47;1.39;N;
4752314,00;-11129728,00;304.61; 0.39 ;0.44;20240928,00;0958;N20;nominal;2.0NRT;282.12;1.33;N;
4909925,00;-12301557,00;307.29; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;279.98;1.16;N;
4888699,00;-12273643,00;306.81; 0.45 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;282.93;1.78;N;
458142,00;-10843216,00;295.45; 0.58 ;0.52;20240928,00;0958;N20;nominal;2.0NRT;285.37;0.97;N;
4594505,00;-11147681,00;305.63; 0.42 ;0.45;20240928,00;0958;N20;nominal;2.0NRT;282.54;1.42;N;
4490092,00;-1075658,00;304,00; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;282.23;1.04;N;
4490003,00;-10756254,00;313.36; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;287.01;1.61;N;
4489916,00;-10755938,00;306.19; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;286.5;1.61;N;
4489828,00;-10755621,00;311.5; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;284.09;0.91;N;
4489736,00;-10755288,00;303.8; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;279.67;0.91;N;
4489537,00;-10756571,00;321.45; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;291.26;2.04;N;
4489626,00;-10756893,00;317.8; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;287.88;1.9;N;
4489448,00;-10756252,00;310.71; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;288.27;2.04;N;
448936,00;-10755934,00;316.85; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;285.97;1.95;N;
4489271,00;-10755611,00;302.6; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;283.67;1.95;N;
448914,00;-1075714,00;297.21; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;282.61;1.9;N;
4489055,00;-10756835,00;313.63; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;286.1;2.04;N;
4488971,00;-10756528,00;311.33; 0.34 ;0.56;20240928,00;0958;N20;nominal;2.0NRT;286.7;2.04;N;
4620141,00;-11388605,00;316.78; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;281.83;2.87;N;
4757173,00;-12236971,00;329.18; 0.43 ;0.38;20240928,00;0958;N20;nominal;2.0NRT;284.09;3.85;N;
4728773,00;-12031976,00;316.33; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;280.36;1.9;N;
4728444,00;-12032075,00;315.04; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;281.97;1.9;N;
4747248,00;-12205088,00;307.87; 0.42 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;280.52;1.33;N;
4746906,00;-12205175,00;314.12; 0.42 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;279.57;1.33;N;
4643082,00;-11697158,00;297.8; 0.41 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;287.53;0.52;N;
4697536,00;-12229266,00;298.98; 0.42 ;0.38;20240928,00;0958;N20;nominal;2.0NRT;278.69;0.71;N;
4547607,00;-11492385,00;296.27; 0.47 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;283.93;0.79;N;
4527733,00;-11442407,00;334.01; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;283.02;4.82;N;
4527869,00;-1144306,00;309,00; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;281.46;1.8;N;
4527505,00;-11443192,00;367,00; 0.5 ;0.41;20240928,00;0958;N20;high;2.0NRT;287.86;6.64;N;
4527369,00;-11442545,00;337.08; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;283.8;6.01;N;
4527641,00;-11443845,00;303.46; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;280.39;6.64;N;
4527283,00;-11444011,00;350.62; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;286.43;6.64;N;
4527142,00;-11443333,00;305.58; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;281.65;6.64;N;
4521108,00;-11469964,00;301.99; 0.49 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;282.82;1.03;N;
4520756,00;-11470133,00;298.15; 0.49 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;282.07;1.03;N;
4520613,00;-11469447,00;297.38; 0.49 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;283.29;1.1;N;
4504144,00;-11451327,00;303.13; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;283.3;1.92;N;
4499128,00;-11439342,00;306.09; 0.5 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;281.8;2.04;N;
4580327,00;-12016379,00;296.17; 0.38 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.68;0.21;N;
4485249,00;-1149923,00;300.78; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.26;1.33;N;
4485018,00;-11501881,00;326.58; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.59;3.11;N;
4617397,00;-12317612,00;304.42; 0.43 ;0.38;20240928,00;0958;N20;nominal;2.0NRT;282.61;0.92;N;
4484178,00;-11501543,00;317.12; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.75;2.42;N;
448383,00;-11501724,00;302.5; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.89;4.51;N;
4483479,00;-11501891,00;339.67; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;286.02;4.51;N;
4482978,00;-11499442,00;299.83; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;282.14;0.93;N;
448204,00;-11496748,00;310.66; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.73;2.17;N;
4482019,00;-11498531,00;305.14; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.33;2.04;N;
4481899,00;-11497946,00;318.06; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;281.64;2.04;N;
4586129,00;-1210174,00;302.91; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.66;1.44;N;
461025,00;-12292616,00;297.84; 0.43 ;0.38;20240928,00;0958;N20;nominal;2.0NRT;287.67;0.53;N;
4359361,00;-11011776,00;324.54; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;276.46;4.99;N;
4359544,00;-11012489,00;306.45; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.06;1.9;N;
4564694,00;-12021436,00;303.14; 0.38 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.75;1,00;N;
4359436,00;-11014031,00;303.56; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;279.59;3.09;N;
435927,00;-11013382,00;316.74; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;281.87;3.24;N;
4359092,00;-11012692,00;313.16; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;282.27;3.24;N;
4358908,00;-11011977,00;307.59; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.18;3.54;N;
4358744,00;-11011338,00;308.63; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;277.05;3.54;N;
4359306,00;-11015478,00;322.1; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.6;4.6;N;
4358302,00;-11011577,00;329.52; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;277.16;3.54;N;
4359151,00;-11014878,00;319.12; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;281.45;3.09;N;
4358988,00;-11014241,00;302.76; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;279.59;3.09;N;
435882,00;-11013589,00;309.3; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;280.8;3.24;N;
4358641,00;-11012891,00;309.72; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;281.03;3.24;N;
4358533,00;-11014429,00;327.73; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;280.21;5.29;N;
4358357,00;-11013745,00;327.9; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;279.52;6.23;N;
4358703,00;-1101509,00;319.18; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.77;5.29;N;
4358498,00;-11011382,00;338.73; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;279.89;8.84;N;
4359482,00;-11015305,00;302.01; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.23;4.77;N;
4359171,00;-11014066,00;308.56; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;279.67;3.44;N;
4359007,00;-1101341,00;312.96; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;282.44;3.44;N;
4358831,00;-11012711,00;315.6; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;283.14;2.55;N;
4358654,00;-11012005,00;304.46; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;276.48;2.55;N;
4359037,00;-11015532,00;321.87; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.51;4.77;N;
4358883,00;-11014919,00;333.47; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;282.61;4.77;N;
435872,00;-11014268,00;326.58; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;281,00;3.44;N;
4358551,00;-11013593,00;303.51; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;278.35;3.44;N;
4358376,00;-11012897,00;296.75; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;277.92;2.55;N;
4358085,00;-11013737,00;321.25; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;276.59;2.72;N;
4358263,00;-11014446,00;299.84; 0.56 ;0.51;20240928,00;0958;N20;nominal;2.0NRT;276.53;2.72;N;
4443693,00;-11393712,00;318.91; 0.54 ;0.42;20240928,00;0958;N20;nominal;2.0NRT;284.83;2.23;N;
4443531,00;-1139295,00;297.37; 0.54 ;0.42;20240928,00;0958;N20;nominal;2.0NRT;282.21;2.23;N;
4442315,00;-11392972,00;296.19; 0.54 ;0.42;20240928,00;0958;N20;nominal;2.0NRT;282.66;1.03;N;
4442142,00;-11392167,00;295.48; 0.54 ;0.42;20240928,00;0958;N20;nominal;2.0NRT;282.18;1.03;N;
4441416,00;-11392579,00;306.64; 0.54 ;0.42;20240928,00;0958;N20;nominal;2.0NRT;283.41;2.22;N;
4451525,00;-11569698,00;315.73; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;275.62;1.75;N;
4451178,00;-11569847,00;315.24; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;277.4;1.75;N;
4495875,00;-11816455,00;300.77; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;284.47;0.57;N;
4443711,00;-1157865,00;295.83; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;285.2;0.69;N;
4439529,00;-11585211,00;298.7; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;284.48;0.78;N;
4438428,00;-11581511,00;297.94; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;285.64;1.13;N;
4438178,00;-11582154,00;310.97; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;286.26;1.13;N;
4438078,00;-11581641,00;300.23; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;286.32;1.13;N;
443793,00;-11582799,00;295.92; 0.46 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;281.64;0.57;N;
4454096,00;-11742088,00;295.39; 0.41 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;284.18;0.64;N;
4126731,00;-10560579,00;298.35; 0.54 ;0.68;20240928,00;0958;N20;nominal;2.0NRT;281.57;1.64;N;
4433202,00;-11943353,00;302.73; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.27;0.42;N;
4436682,00;-11966788,00;295.93; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.43;0.29;N;
4436356,00;-11966889,00;297.1; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.53;0.66;N;
443603,00;-11966991,00;305.85; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.13;0.66;N;
4434818,00;-11965858,00;298.52; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.22;0.68;N;
4434957,00;-11968822,00;295.93; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.68;0.4;N;
443488,00;-11968346,00;305.95; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.9;1.02;N;
4434491,00;-11965958,00;305.43; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.47;0.68;N;
4434414,00;-11965481,00;295.37; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.26;0.41;N;
4349196,00;-11506409,00;312.57; 0.51 ;0.41;20240928,00;0958;N20;nominal;2.0NRT;282.14;1.84;N;
4434321,00;-11967017,00;328.3; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.76;3.32;N;
4434166,00;-11966064,00;325.22; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;286.76;3.73;N;
4434631,00;-11968922,00;295.24; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.28;0.82;N;
4434553,00;-11968446,00;313.35; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.52;1.02;N;
4434476,00;-1196797,00;309.49; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.97;1.02;N;
4434244,00;-11966541,00;310.15; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.33;3.73;N;
443378,00;-11963682,00;299.74; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.03;0.56;N;
4433919,00;-11966646,00;350.07; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;289.56;3.73;N;
4433842,00;-11966169,00;302.07; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;286.03;3.73;N;
4433688,00;-1196522,00;315.85; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.16;1.78;N;
4433363,00;-11965327,00;315.06; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.96;1.42;N;
4268907,00;-11158932,00;299.83; 0.5 ;0.49;20240928,00;0958;N20;nominal;2.0NRT;281.2;4.64;N;
4268615,00;-11159694,00;321.75; 0.5 ;0.49;20240928,00;0958;N20;nominal;2.0NRT;274.93;4.64;N;
4268475,00;-11159116,00;336.59; 0.5 ;0.49;20240928,00;0958;N20;nominal;2.0NRT;283.66;4.64;N;
4430309,00;-11965483,00;296.56; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.05;0.4;N;
436999,00;-1162852,00;305.11; 0.45 ;0.39;20240928,00;0958;N20;nominal;2.0NRT;285.66;0.85;N;
4318148,00;-11573469,00;299.29; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;280.14;1.2;N;
431786,00;-11573571,00;296.58; 0.48 ;0.4;20240928,00;0958;N20;nominal;2.0NRT;280.94;0.46;N;
4390468,00;-12166333,00;337.79; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;288.06;2.94;N;
4390537,00;-12166806,00;316.26; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.65;2.07;N;
4390399,00;-12165858,00;307.94; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;287.54;2.94;N;
439033,00;-12165382,00;299.63; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.84;1.44;N;
4390207,00;-12166896,00;319.56; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;288.47;2.07;N;
4389946,00;-12167458,00;316.91; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;287.39;2.57;N;
4389655,00;-12172576,00;295.86; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.65;0.87;N;
4389584,00;-12172083,00;308.29; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;286.94;0.87;N;
4389514,00;-1217159,00;304.76; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;287.5;1.27;N;
4389095,00;-12168681,00;300.05; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.66;0.88;N;
4388974,00;-12170225,00;297.62; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.81;0.88;N;
4406255,00;-12298082,00;304.91; 0.41 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;283.95;0.6;N;
4389465,00;-12216302,00;312.68; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;290.72;1.63;N;
410891,00;-10870314,00;302.87; 0.38 ;0.59;20240928,00;0958;N20;nominal;2.0NRT;277.84;0.6;N;
4353609,00;-12220322,00;303,00; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;289.25;0.87;N;
435148,00;-12205299,00;304.55; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.4;1.04;N;
435108,00;-12204903,00;304.63; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.94;1.22;N;
4349472,00;-12200869,00;311.81; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.34;1.04;N;
4349075,00;-12200499,00;330.84; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;287.53;2.15;N;
4349142,00;-12200969,00;307.96; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.45;1.22;N;
4348813,00;-12201069,00;308.63; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;285.11;1.22;N;
4348745,00;-12200599,00;309.92; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.97;2.15;N;
4348612,00;-12201363,00;295.93; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;284.61;0.66;N;
4356166,00;-12257034,00;305.18; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;287.95;0.85;N;
4351964,00;-12227161,00;306.81; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;289.81;1.51;N;
4351891,00;-12226652,00;317.73; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;291.95;2.03;N;
4347829,00;-12203084,00;301.01; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;282.93;0.77;N;
434776,00;-12202604,00;302.09; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;283.94;1.28;N;
4339368,00;-12246789,00;305.3; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;291,00;0.71;N;
4338169,00;-12245633,00;305.12; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;291.04;1.34;N;
4338099,00;-12245135,00;311.99; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;289.51;1.39;N;
4337172,00;-1224593,00;299.72; 0.4 ;0.37;20240928,00;0958;N20;nominal;2.0NRT;287.09;0.51;N;
4298918,00;-12123653,00;300.21; 0.39 ;0.36;20240928,00;0958;N20;nominal;2.0NRT;281.92;0.78;N;
4022236,00;-11013438,00;295.06; 0.34 ;0.56;20240928,00;1000,00;N20;nominal;2.0NRT;279.51;0.43;N;
4238433,00;-12277673,00;299.17; 0.4 ;0.37;20240928,00;1000,00;N20;nominal;2.0NRT;285.79;0.48;N;
4082508,00;-11425648,00;300.12; 0.41 ;0.45;20240928,00;1000,00;N20;nominal;2.0NRT;285.48;1.53;N;
4082119,00;-11425846,00;315.26; 0.41 ;0.45;20240928,00;1000,00;N20;nominal;2.0NRT;287.16;1.53;N;
4073614,00;-12232219,00;304.51; 0.39 ;0.36;20240928,00;1000,00;N20;nominal;2.0NRT;291.24;0.68;N;
5531256,00;-12637196,00;298,00; 0.58 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.65;1.25;N;
5531011,00;-12636366,00;299.39; 0.59 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.59;1.25;N;
5530572,00;-12636732,00;295.77; 0.59 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.5;1.25;N;
5531232,00;-12637038,00;301.6; 0.59 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;272.02;2.11;N;
553055,00;-12636572,00;295.52; 0.59 ;0.53;20240928,00;1136,00;N20;nominal;2.0NRT;271.92;1.82;N;
5509721,00;-12677114,00;300.29; 0.58 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.42;1.79;N;
5509292,00;-12677499,00;307.93; 0.58 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.96;3.19;N;
5508862,00;-12677882,00;322.53; 0.58 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.99;3.19;N;
550865,00;-12677155,00;309.2; 0.58 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;273.46;3.19;N;
5508206,00;-12677489,00;295.68; 0.58 ;0.52;20240928,00;1136,00;N20;nominal;2.0NRT;271.51;1.35;N;
5868535,00;-12131799,00;296.54; 0.32 ;0.55;20240928,00;1134,00;N20;nominal;2.0NRT;272.86;0.39;N;
5681291,00;-12202356,00;298.49; 0.36 ;0.58;20240928,00;1136,00;N20;nominal;2.0NRT;273.04;0.64;N;
432158,00;-7663472,00;328,00; 0.39 ;0.36;20240928,00;1800,00;N20;nominal;2.0NRT;292.22;2.01;D;
4147795,00;-9172037,00;329.45; 0.49 ;0.65;20240928,00;1800,00;N20;nominal;2.0NRT;299.12;4.93;D;
4371632,00;-8829648,00;337.98; 0.58 ;0.52;20240928,00;1802,00;N20;nominal;2.0NRT;295.75;5.01;D;
4651377,00;-8439268,00;333.61; 0.5 ;0.41;20240928,00;1802,00;N20;nominal;2.0NRT;300.43;4.29;D;
4672823,00;-9207298,00;335.05; 0.35 ;0.57;20240928,00;1802,00;N20;nominal;2.0NRT;299.15;1.49;D;
4672901,00;-9207566,00;326.46; 0.35 ;0.57;20240928,00;1802,00;N20;nominal;2.0NRT;298.47;1.86;D;
4692841,00;-9469313,00;333.99; 0.45 ;0.63;20240928,00;1802,00;N20;nominal;2.0NRT;296.15;2.8;D;
4887907,00;-9577627,00;334.69; 0.43 ;0.62;20240928,00;1804,00;N20;nominal;2.0NRT;299.34;2.38;D;
4887739,00;-9578167,00;333.84; 0.43 ;0.62;20240928,00;1804,00;N20;nominal;2.0NRT;299.79;2.38;D;
4888182,00;-9577861,00;333.18; 0.43 ;0.62;20240928,00;1804,00;N20;nominal;2.0NRT;299.5;4.74;D;
4888012,00;-9578397,00;334.33; 0.43 ;0.62;20240928,00;1804,00;N20;nominal;2.0NRT;299.9;5.4;D;
4917665,00;-986348,00;338.46; 0.55 ;0.68;20240928,00;1804,00;N20;nominal;2.0NRT;296.65;10.63;D;
4931697,00;-9886522,00;332.97; 0.56 ;0.69;20240928,00;1804,00;N20;nominal;2.0NRT;297.98;3.71;D;
4932148,00;-9886678,00;337.42; 0.56 ;0.69;20240928,00;1804,00;N20;nominal;2.0NRT;297.38;6.99;D;
4931911,00;-9887358,00;330.53; 0.56 ;0.69;20240928,00;1804,00;N20;nominal;2.0NRT;297.44;6.12;D;
4900326,00;-9980489,00;326.34; 0.62 ;0.72;20240928,00;1804,00;N20;nominal;2.0NRT;298.84;6.26;D;
4900066,00;-9981207,00;331.11; 0.62 ;0.72;20240928,00;1804,00;N20;nominal;2.0NRT;297.55;3.93;D;
5022424,00;-9696441,00;338.48; 0.43 ;0.62;20240928,00;1804,00;N20;nominal;2.0NRT;295.99;2.65;D;
4938813,00;-10175075,00;335.34; 0.72 ;0.75;20240928,00;1804,00;N20;nominal;2.0NRT;296.33;3.03;D;
5074454,00;-9937632,00;350.44; 0.52 ;0.67;20240928,00;1804,00;N20;nominal;2.0NRT;296.32;6.86;D;
5023994,00;-10301972,00;330.08; 0.74 ;0.76;20240928,00;1804,00;N20;nominal;2.0NRT;297.58;6.59;D;
502364,00;-10302872,00;339.77; 0.74 ;0.76;20240928,00;1804,00;N20;nominal;2.0NRT;299.62;6.59;D;
5024596,00;-10302554,00;341.07; 0.74 ;0.76;20240928,00;1804,00;N20;nominal;2.0NRT;298.42;6.59;D;
5008949,00;-103591,00;325.6; 0.79 ;0.78;20240928,00;1804,00;N20;low;2.0NRT;296.27;5.47;D;
500899,00;-10360065,00;328.8; 0.79 ;0.78;20240928,00;1804,00;N20;nominal;2.0NRT;297.49;5.1;D;
5184874,00;-1028244,00;325.37; 0.63 ;0.72;20240928,00;1804,00;N20;nominal;2.0NRT;293.87;3.19;D;
5512617,00;-10347899,00;336.61; 0.49 ;0.65;20240928,00;1806,00;N20;nominal;2.0NRT;288.52;5.12;D;
5585699,00;-10273505,00;347.73; 0.44 ;0.62;20240928,00;1806,00;N20;nominal;2.0NRT;286.24;5.62;D;
5585495,00;-10274091,00;334.95; 0.44 ;0.62;20240928,00;1806,00;N20;nominal;2.0NRT;289.88;5.62;D;
42344,00;-9589184,00;340.11; 0.38 ;0.44;20240928,00;1942,00;N20;nominal;2.0NRT;303.31;4.05;D;
4234356,00;-9589654,00;354.35; 0.38 ;0.44;20240928,00;1942,00;N20;nominal;2.0NRT;306.24;13.19;D;
4040396,00;-11203657,00;343.79; 0.59 ;0.53;20240928,00;1942,00;N20;nominal;2.0NRT;308.05;5.27;D;
4388908,00;-9491514,00;337.92; 0.44 ;0.46;20240928,00;1942,00;N20;nominal;2.0NRT;307.47;3.95;D;
4188544,00;-11008556,00;342.75; 0.43 ;0.46;20240928,00;1942,00;N20;nominal;2.0NRT;310.9;10.37;D;
